
category,sku,model
REF	7400000096	SRREF-SS300-FBDS225-NBG
REF	7400000098	SRREF-SS300-FTDS277-NBG
REF	7400000100	SRREF-SS300-FTDS185-NBLK
REF	7400000101	SRREF-SS300-FTDS155-NRG
REF	7400000103	SRREF-SS300-FTDS277-NRG
REF	7400000104	SRREF-SS300-FTDS200-NBG
REF	7400000105	SRREF-SS300-FTDS200-NRG
IRON	2003133001	SREI-SID-241000TCRB
IRON	2003233002	SREI-SID-241000TCRP 
IRON	2003233003	SREI-SID-241000TCRCY
IRON	2003333004	SREI-SIS-241200TCRG 
IRON	2003333005	SREI-SIS-241200TCRBL
Rice-Cooker	3001833001	SRRC-SRCSB-18COOKMATE-BLK
Rice-Cooker	3002833002	SRRC-28STEAMCHEF-MSGL-BLK
Rice-Cooker	3002833003	SRRC-28STEAMCHEF-SSMT-RBK
Rice-Cooker	3002833004	SRRC-28STEAMCHEF-MSGL-TMR
Rice-Cooker	3001833006	SRRC-SRCDB1800EXPRESS-PRO
Rice-Cooker	3001833007	SRRC-SRCDB9918PRIME
Rice-Cooker	3002833008	SRRC-SRCDB888CHAMP
Rice-Cooker	3002833009	SRRC-SRCDB2800DELUX-BLK
Rice-Cooker	30028330010	SRRC-SRCDB2800DELUX-PINK
Pressue-Cooker	4004033001	SRPC-SPP-4.0I-SS
Pressue-Cooker	4005033002	SRPC-SPP-5.0I-SS
Pressue-Cooker	4005533003	SRPC-SPP-5.5I-SS
Pressue-Cooker	4006533004	SRPC-SPE-6.5I-SS
Non-Stick-Pan	5003033001	SRPAN-SINGER-NS-GIFTBOX-3
Non-Stick-Pan	5005033002	SRPAN-SINGER-NS-GIFTBOX-5
Non-Stick-Pan	5007033003	SRPAN-SINGER-NS-GIFTBOX-7
Non-Stick-Pan	5003033004	SRPAN-SINGER-NS-GFTBOX3-R
Non-Stick-Pan	5005033005	SRPAN-SINGER-NS-GFTBOX5-R
Non-Stick-Pan	5007033006	SRPAN-SINGER-NS-GFTBOX7-B
Non-Stick-Pan	5007033007	SRPAN-SINGER-NS-GFTBOX7-G
Non-Stick-Pan	5001033008	SRPAN-SINGER-KORAI
Non-Stick-Pan	5001033009	SRPAN-SINGER-RUTI-TAWA
Non-Stick-Pan	5001033010	SRPAN-SINGER-MULTIPAN-26
